type	latitude	longitude	altitude (m)	name	desc
T	-22.508456442	-43.206329959	832.6		
T	-22.508503142	-43.205861996	831.9		
T	-22.508560921	-43.205319777	843.9		
T	-22.508662414	-43.204720184	875.9		
T	-22.508766756	-43.204355949	887.8		
T	-22.508764632	-43.204156374	891.6		
T	-22.508744818	-43.203833408	891.7		
T	-22.508718348	-43.203580774	887.4		
T	-22.508727699	-43.203270557	883.4		
T	-22.508682831	-43.202960603	881.4		
T	-22.508808300	-43.202588456	893.5		
T	-22.508796453	-43.202261364	897.5		
T	-22.508768990	-43.201609368	898.6		
T	-22.508773007	-43.201340794	897.7		
T	-22.508764801	-43.200946469	900.4		
T	-22.508807402	-43.200485956	903.2		
T	-22.508757377	-43.199977263	898.1		
T	-22.508752406	-43.199647665	892.8		
T	-22.508739108	-43.199454322	889.7		
T	-22.508708055	-43.199002996	886.4		
T	-22.508684971	-43.198746930	886.0		
T	-22.508659559	-43.198425786	881.3		
T	-22.508629749	-43.198171544	876.3		
T	-22.508594303	-43.197853120	873.4		
T	-22.508566210	-43.197531659	874.4		
T	-22.508544248	-43.197075784	867.2		
T	-22.508524167	-43.196817363	863.2		
T	-22.508521851	-43.196487122	857.5		
T	-22.508469772	-43.196172380	856.0		
T	-22.508417652	-43.195856249	853.2		
T	-22.508331220	-43.195548916	838.8		
T	-22.508259897	-43.195235667	827.1		
T	-22.508211744	-43.194849466	820.5		
T	-22.508186685	-43.194390583	815.1		
T	-22.508167450	-43.193996646	816.9		
T	-22.508151939	-43.193602089	819.1		
T	-22.508143477	-43.193272541	819.8		
T	-22.508121773	-43.192879470	820.1		
T	-22.508112897	-43.192615977	820.8		
T	-22.508102879	-43.192220986	823.9		
T	-22.508089431	-43.191892809	826.0		
T	-22.508077604	-43.191630282	826.2		
T	-22.508128525	-43.191298027	824.7		
T	-22.508117470	-43.191035528	822.9		
T	-22.508106415	-43.190773053	823.6		
T	-22.508086168	-43.190248437	835.5		
T	-22.508092821	-43.189919271	842.8		
T	-22.508093987	-43.189656373	842.9		
T	-22.508109326	-43.189392812	838.8		
T	-22.508071570	-43.189131600	830.4		
T	-22.508048573	-43.188804053	822.3		
T	-22.508037241	-43.188541592	823.8		
T	-22.508025909	-43.188279163	825.8		
T	-22.508011522	-43.187951089	823.5		
T	-22.507986086	-43.187426426	822.8		
T	-22.507980930	-43.187164316	822.7		
T	-22.508027141	-43.186898203	820.2		
T	-22.507985028	-43.186372789	818.0		
T	-22.507979761	-43.186307080	818.1		
T	-22.508025630	-43.185975940	818.5		
T	-22.508006076	-43.185647678	820.1		
T	-22.507976227	-43.185122360	819.8		
T	-22.507948404	-43.184597208	819.5		
T	-22.507976456	-43.183872280	814.7		
T	-22.507950987	-43.183347390	820.1		
T	-22.507925057	-43.182757399	820.0		
T	-22.507965186	-43.182359977	820.6		
T	-22.507938714	-43.181964831	819.1		
T	-22.507984200	-43.181698833	817.5		
T	-22.507961355	-43.181174210	817.6		
T	-22.507941226	-43.180585897	816.7		
T	-22.507919343	-43.180126928	819.9		
T	-22.507931688	-43.179871344	824.9		
T	-22.507985220	-43.179305765	848.7		
T	-22.508011491	-43.178991806	855.4		
T	-22.507983370	-43.178533357	853.4		
T	-22.507951241	-43.178266031	845.2		
T	-22.507860164	-43.177849400	829.1		
T	-22.507804413	-43.177572214	823.7		
T	-22.507768666	-43.177172916	820.3		
T	-22.507811945	-43.176840794	817.3		
T	-22.507788234	-43.176252603	824.4		
T	-22.507779165	-43.175863343	827.0		
T	-22.507772809	-43.175411250	825.0		
T	-22.507803792	-43.174817862	826.8		
T	-22.507771751	-43.174226472	822.4		
T	-22.507813179	-43.173830305	821.0		
T	-22.507789256	-43.173306815	822.2		
T	-22.507784104	-43.172984635	825.4		
T	-22.507770591	-43.172530620	829.7		
T	-22.507830200	-43.172144515	836.1		
T	-22.507814847	-43.171753945	832.4		
T	-22.507840626	-43.171412966	825.3		
T	-22.507803543	-43.170882866	822.0		
T	-22.507774585	-43.170547481	825.0		
T	-22.507754212	-43.170217426	824.7		
T	-22.507740341	-43.169891115	822.7		
T	-22.507780515	-43.169367041	823.0		
T	-22.507764598	-43.168976143	823.7		
T	-22.507753594	-43.168651952	824.9		
T	-22.507740448	-43.168263118	825.3		
T	-22.507776695	-43.167673943	827.0		
T	-22.507754342	-43.167215636	827.2		
T	-22.507743118	-43.166828541	828.8		
T	-22.507792122	-43.166186156	834.0		
T	-22.507782998	-43.165801397	844.6		
T	-22.507790296	-43.165428824	850.3		
T	-22.507791346	-43.164865445	855.5		
T	-22.507791663	-43.164552197	863.2		
T	-22.507827979	-43.164143191	874.4		
T	-22.507837965	-43.163963891	880.8		
T	-22.507851264	-43.163725201	889.2		
T	-22.507839774	-43.163279305	898.1		
T	-22.507809458	-43.162817955	895.8		
T	-22.507790129	-43.162427960	893.7		
T	-22.507769963	-43.162037386	897.1		
T	-22.507779763	-43.161797762	902.8		
T	-22.507804253	-43.161571413	911.2		
T	-22.507839614	-43.161355478	921.5		
T	-22.507887334	-43.161151949	932.4		
T	-22.507853279	-43.160563255	943.0		
T	-22.507836526	-43.160179822	947.2		
T	-22.507826429	-43.159862404	948.1		
T	-22.507811467	-43.159478648	949.8		
T	-22.507815667	-43.159237012	957.4		
T	-22.507851302	-43.158903951	974.1		
T	-22.507871829	-43.158618184	982.9		
T	-22.507870682	-43.158311287	988.8		
T	-22.507872044	-43.157885414	994.4		
T	-22.507875222	-43.157583745	999.7		
T	-22.507905902	-43.157068091	1012.4		
T	-22.507923387	-43.156722634	1021.9		
T	-22.507927885	-43.156424474	1036.8		
T	-22.508011528	-43.155911510	1065.4		
T	-22.508042245	-43.155524179	1070.8		
T	-22.508006900	-43.155184070	1060.3		
T	-22.507902908	-43.154765798	1045.0		
T	-22.507812447	-43.154300912	1033.9		
T	-22.507785205	-43.154028117	1024.2		
T	-22.507720334	-43.153529930	1011.9		
T	-22.507715232	-43.153342791	1011.6		
T	-22.507709007	-43.153033284	1017.2		
T	-22.507704304	-43.152786440	1022.5		
T	-22.507577978	-43.152541724	1026.0		
T	-22.507457981	-43.152304620	1028.4		
T	-22.507264108	-43.152173282	1024.1		
T	-22.506958823	-43.152116557	1023.5		
T	-22.506747243	-43.152278944	1028.1		
T	-22.506633710	-43.152531974	1027.9		
T	-22.506576297	-43.152778593	1026.2		
T	-22.506575318	-43.153019382	1020.5		
T	-22.506555435	-43.153238954	1013.3		
T	-22.506508879	-43.153610959	1000.4		
T	-22.506518866	-43.153926351	997.5		
T	-22.506552838	-43.154328612	1001.7		
T	-22.506628644	-43.154654536	1017.2		
T	-22.506655236	-43.155054252	1035.8		
T	-22.506672889	-43.155436781	1033.8		
T	-22.506639496	-43.155765706	1022.1		
T	-22.506642492	-43.156194774	1009.0		
T	-22.506630741	-43.156487324	1000.2		
T	-22.506586216	-43.156808185	989.0		
T	-22.506556703	-43.157022997	980.3		
T	-22.506525155	-43.157297851	966.6		
T	-22.506494805	-43.157574923	953.4		
T	-22.506482963	-43.157870984	943.5		
T	-22.506462172	-43.158158825	936.8		
T	-22.506443360	-43.158449519	930.5		
T	-22.506441070	-43.158694840	922.9		
T	-22.506439892	-43.159127177	906.3		
T	-22.506431061	-43.159428757	900.6		
T	-22.506416221	-43.159911821	895.4		
T	-22.506436387	-43.160427669	891.6		
T	-22.506443916	-43.160870164	885.0		
T	-22.506380369	-43.161244315	880.7		
T	-22.506385953	-43.161561060	880.7		
T	-22.506424764	-43.162218868	880.9		
T	-22.506428978	-43.162597830	877.5		
T	-22.506425901	-43.162845853	874.3		
T	-22.506382158	-43.163363963	861.5		
T	-22.506384638	-43.163742351	855.2		
T	-22.506378324	-43.164051627	856.7		
T	-22.506391154	-43.164501838	852.5		
T	-22.506401447	-43.164950618	848.3		
T	-22.506385274	-43.165316406	846.6		
T	-22.506391516	-43.165890157	838.2		
T	-22.506403240	-43.166214682	835.6		
T	-22.506417411	-43.166541208	839.3		
T	-22.506448277	-43.166942255	842.5		
T	-22.506477674	-43.167342163	838.7		
T	-22.506473042	-43.167656084	835.1		
T	-22.506416281	-43.168233236	826.3		
T	-22.506435851	-43.168563371	822.7		
T	-22.506457789	-43.169149451	825.8		
T	-22.506460549	-43.169214779	826.4		
T	-22.506494984	-43.169553847	829.9		
T	-22.506543135	-43.169900581	834.3		
T	-22.506541512	-43.170255971	843.3		
T	-22.506587160	-43.170536554	849.9		
T	-22.506646067	-43.171077469	856.9		
T	-22.506669707	-43.171281050	861.8		
T	-22.506667102	-43.171696337	870.0		
T	-22.506656242	-43.172071699	866.1		
T	-22.506521782	-43.172482964	846.0		
T	-22.506464052	-43.172773819	833.0		
T	-22.506419943	-43.173169613	828.5		
T	-22.506468627	-43.173640871	835.6		
T	-22.506486177	-43.173713060	836.7		
T	-22.506514910	-43.174076992	843.5		
T	-22.506565761	-43.174419063	851.8		
T	-22.506612987	-43.174758974	860.2		
T	-22.506535166	-43.175202260	855.9		
T	-22.506437775	-43.175547610	840.0		
T	-22.506407157	-43.176205745	827.9		
T	-22.506404457	-43.176720039	820.1		
T	-22.506400518	-43.177234483	813.9		
T	-22.506407246	-43.177689202	814.4		
T	-22.506372338	-43.178153685	819.7		
T	-22.506394115	-43.178548875	823.3		
T	-22.506422112	-43.179140238	820.4		
T	-22.506437021	-43.179468585	817.0		
T	-22.506444133	-43.179859786	814.7		
T	-22.506407411	-43.180323686	816.6		
T	-22.506446791	-43.180917778	820.8		
T	-22.506476103	-43.181379315	822.4		
T	-22.506422037	-43.181644306	823.5		
T	-22.506442907	-43.182039086	829.8		
T	-22.506458482	-43.182302518	835.3		
T	-22.506472870	-43.182565695	837.6		
T	-22.506495657	-43.183156263	820.4		
T	-22.506510846	-43.183550114	814.2		
T	-22.506523513	-43.183878403	814.0		
T	-22.506539336	-43.184272503	814.7		
T	-22.506555057	-43.184601317	817.4		
T	-22.506587293	-43.184931984	821.1		
T	-22.506672819	-43.185331657	825.7		
T	-22.506712410	-43.185791768	839.6		
T	-22.506773721	-43.186121814	846.8		
T	-22.506800627	-43.186515272	850.0		
T	-22.506782958	-43.186775882	848.0		
T	-22.506768044	-43.187167872	842.4		
T	-22.506766337	-43.187495753	835.0		
T	-22.506783738	-43.187889662	829.2		
T	-22.506777520	-43.188415273	823.8		
T	-22.506803761	-43.188875035	822.5		
T	-22.506844817	-43.189202738	831.5		
T	-22.506872816	-43.189398174	837.6		
T	-22.506977272	-43.189786755	844.4		
T	-22.507008689	-43.190113269	849.7		
T	-22.507075374	-43.190502341	852.5		
T	-22.507099955	-43.190959599	843.7		
T	-22.507029652	-43.191428524	822.1		
T	-22.507004688	-43.192026563	817.1		
T	-22.507080267	-43.192351882	818.5		
T	-22.507101001	-43.192811865	818.5		
T	-22.507127251	-43.193337826	821.3		
T	-22.507136979	-43.193535019	819.6		
T	-22.507149550	-43.193798001	816.3		
T	-22.507162673	-43.194060888	814.5		
T	-22.507186206	-43.194520834	816.7		
T	-22.507225576	-43.195043436	821.1		
T	-22.507297949	-43.195424113	831.5		
T	-22.507353844	-43.195741180	842.2		
T	-22.507389357	-43.196129698	855.0		
T	-22.507437723	-43.196448132	865.6		
T	-22.507519257	-43.196887434	878.2		
T	-22.507555195	-43.197405997	880.5		
T	-22.507562863	-43.197735190	874.4		
T	-22.507560647	-43.198067581	868.5		
T	-22.507397813	-43.198707033	848.0		
T	-22.507392404	-43.198976019	840.6		
T	-22.507432169	-43.199562263	834.7		
T	-22.507390969	-43.200026426	834.6		
T	-22.507391754	-43.200293962	830.5		
T	-22.507438085	-43.200542461	832.3		
T	-22.507435667	-43.200878721	836.3		
T	-22.507454418	-43.201272302	839.1		
T	-22.507480525	-43.201595141	837.7		
T	-22.507434478	-43.202062241	838.5		
T	-22.507451915	-43.202457070	840.5		
T	-22.507474287	-43.202781659	843.5		
T	-22.507447383	-43.203171228	848.9		
T	-22.507494999	-43.203616772	865.0		
T	-22.507548867	-43.204058323	875.1		
T	-22.507502185	-43.204794631	864.6		
T	-22.507500861	-43.205199335	850.0		
T	-22.507477975	-43.205720347	851.4		
T	-22.507493000	-43.206048546	853.8		
T	-22.507507586	-43.206512062	860.8		
T	-22.507525479	-43.206871017	866.8		
T	-22.507505078	-43.207051041	870.7		
T	-22.507528314	-43.207471578	878.8		
T	-22.507530446	-43.207770089	886.1		
T	-22.507506491	-43.208152520	893.9		
T	-22.507525628	-43.208677542	895.6		
T	-22.507533489	-43.209008714	893.3		
T	-22.507476616	-43.209279962	888.6		
T	-22.507422384	-43.209657229	876.8		
T	-22.507340208	-43.210015489	873.5		
T	-22.507350456	-43.210550109	866.8		
T	-22.507360119	-43.210882039	863.8		
T	-22.507309861	-43.211353374	861.4		
T	-22.507331208	-43.211744860	857.8		
T	-22.507334327	-43.212218098	855.6		
T	-22.507344121	-43.212550683	852.1		
T	-22.507320888	-43.213047763	844.7		
T	-22.507313232	-43.213396049	839.5		
T	-22.507304005	-43.213746351	835.2		
T	-22.507350171	-43.214322268	840.6		
T	-22.507368698	-43.214579488	845.6		
T	-22.507313239	-43.214852955	847.4		
T	-22.507333876	-43.215108936	848.8		
T	-22.507351023	-43.215573517	845.2		
T	-22.507353475	-43.215639899	844.6		
T	-22.507372752	-43.216171267	841.8		
T	-22.507416966	-43.216747466	840.3		
T	-22.507449800	-43.217059212	842.8		
T	-22.507486170	-43.217367028	847.2		
T	-22.507508780	-43.217757051	854.2		
T	-22.507520874	-43.218088862	857.1		
T	-22.507535639	-43.218486933	857.1		
T	-22.507583410	-43.218781466	859.0		
T	-22.507530972	-43.219052532	857.8		
T	-22.507477067	-43.219600972	856.2		
T	-22.507491504	-43.219861365	856.4		
T	-22.507453649	-43.220255053	856.8		
T	-22.507414053	-43.220650170	858.1		
T	-22.507427115	-43.220842863	860.7		
T	-22.507388336	-43.221237283	871.0		
T	-22.507407852	-43.221634532	882.4		
T	-22.507453893	-43.221857593	888.0		
T	-22.507450705	-43.222416788	899.2		
T	-22.507463085	-43.222887176	914.5		
T	-22.507450905	-43.223109470	924.1		
T	-22.507492911	-43.223335126	935.8		
T	-22.507488764	-43.223547159	944.8		
T	-22.507552187	-43.223745392	954.5		
T	-22.507554047	-43.224223162	970.3		
T	-22.507582867	-43.224665957	988.6		
T	-22.507648766	-43.224925899	996.7		
T	-22.507674200	-43.225167486	999.6		
T	-22.507611647	-43.226002941	973.6		
T	-22.507564154	-43.226339794	962.2		
T	-22.507509705	-43.226756577	946.2		
T	-22.507435554	-43.227055916	943.6		
T	-22.507509714	-43.227303573	953.9		
T	-22.507594167	-43.227604734	964.5		
T	-22.507719212	-43.228124329	988.9		
T	-22.507798440	-43.228496939	1008.6		
T	-22.507836054	-43.228651035	1014.5		
T	-22.507899283	-43.229112117	1020.7		
T	-22.507915834	-43.229363641	1022.0		
T	-22.507892798	-43.229796949	1025.5		
T	-22.507867066	-43.230178393	1018.9		
T	-22.507836044	-43.230568445	1006.7		
T	-22.507804920	-43.230959746	996.9		
T	-22.507756742	-43.231377145	976.8		
T	-22.507641527	-43.232036498	943.2		
T	-22.507600813	-43.232586765	930.4		
T	-22.507638897	-43.232948473	938.6		
T	-22.507671234	-43.233178876	947.3		
T	-22.507759423	-43.233461593	957.0		
T	-22.507818224	-43.233649038	961.9		
T	-22.507891461	-43.233882517	967.1		
T	-22.507907897	-43.234344042	971.2		
T	-22.507814361	-43.234681188	961.6		
T	-22.507587553	-43.235048571	948.6		
T	-22.507216123	-43.235252660	940.1		
T	-22.507087418	-43.234973451	951.2		
T	-22.506956813	-43.234699045	961.3		
T	-22.506924169	-43.234382166	975.0		
T	-22.506883709	-43.233939301	983.7		
T	-22.506776553	-43.233598119	977.2		
T	-22.506708211	-43.233283628	967.8		
T	-22.506689169	-43.233049192	958.0		
T	-22.506643676	-43.232907544	949.6		
T	-22.506538487	-43.232574049	930.7		
T	-22.506559296	-43.232277981	921.8		
T	-22.506550868	-43.231800984	927.7		
T	-22.506581142	-43.231548273	936.3		
T	-22.506649099	-43.230964012	955.2		
T	-22.506737497	-43.230284676	984.3		
T	-22.506798403	-43.229648693	1007.9		
T	-22.506766274	-43.229279555	1006.9		
T	-22.506773088	-43.229002878	1001.9		
T	-22.506734652	-43.228848037	994.8		
T	-22.506627157	-43.228439976	961.7		
T	-22.506545968	-43.228201856	947.9		
T	-22.506476427	-43.227947294	936.5		
T	-22.506490026	-43.227657554	926.3		
T	-22.506434782	-43.227382296	914.0		
T	-22.506388926	-43.227094120	908.0		
T	-22.506383370	-43.226615639	911.8		
T	-22.506423813	-43.226149137	924.3		
T	-22.506461175	-43.225481609	939.1		
T	-22.506428119	-43.225108091	937.4		
T	-22.506340354	-43.224455461	927.0		
T	-22.506373511	-43.223796291	933.0		
T	-22.506377964	-43.223378921	936.0		
T	-22.506334419	-43.223085583	933.5		
T	-22.506292701	-43.222789682	922.2		
T	-22.506224401	-43.222385427	911.3		
T	-22.506171645	-43.222031243	903.9		
T	-22.506138435	-43.221448605	896.2		
T	-22.506101064	-43.221007723	894.8		
T	-22.506059634	-43.220570568	893.7		
T	-22.506007009	-43.220144652	888.8		
T	-22.505983535	-43.219825382	881.0		
T	-22.505945558	-43.219314121	876.1		
T	-22.505922361	-43.219063040	875.8		
T	-22.505918590	-43.218791871	872.7		
T	-22.505717362	-43.218315536	858.8		
T	-22.505670148	-43.218085687	849.7		
T	-22.505648585	-43.217762071	841.2		
T	-22.505638077	-43.217221719	841.1		
T	-22.505657066	-43.216775364	842.6		
T	-22.505633500	-43.216177948	851.2		
T	-22.505629386	-43.215838787	852.2		
T	-22.505682999	-43.215635460	850.9		
T	-22.505728159	-43.215165331	851.6		
T	-22.505723670	-43.214895220	852.3		
T	-22.505712001	-43.214562926	854.5		
T	-22.505770056	-43.214150890	858.4		
T	-22.505794776	-43.213379542	867.6		
T	-22.505824649	-43.212923316	871.5		
T	-22.505835465	-43.212506462	881.7		
T	-22.505948686	-43.212053817	893.6		
T	-22.506016148	-43.211773375	894.8		
T	-22.506027554	-43.211426042	900.1		
T	-22.506042202	-43.211009364	907.0		
T	-22.506110201	-43.210594810	913.9		
T	-22.506116854	-43.210117705	924.1		
T	-22.506187553	-43.209702711	929.6		
T	-22.506273371	-43.209077218	950.6		
T	-22.506300920	-43.208790398	957.4		
T	-22.506314526	-43.208513655	962.0		
T	-22.506355942	-43.208188044	964.9		
T	-22.506388385	-43.207867839	965.7		
T	-22.506361277	-43.207551589	963.1		
T	-22.506319855	-43.206943124	935.7		
T	-22.506321493	-43.206640875	921.1		
T	-22.506253910	-43.206346817	909.2		
T	-22.506199679	-43.206110863	900.0		
T	-22.506147493	-43.205702457	882.3		
T	-22.506164738	-43.205215969	867.2		
T	-22.506154228	-43.204750346	864.3		
T	-22.506145238	-43.204245837	854.9		
T	-22.506169521	-43.203856844	849.5		
T	-22.506156941	-43.203527003	847.5		
T	-22.506206972	-43.203125110	854.8		
T	-22.506295593	-43.202839132	858.3		
T	-22.506302376	-43.202233115	865.5		
T	-22.506307263	-43.201895255	870.8		
T	-22.506348065	-43.201500291	872.0		
T	-22.506401119	-43.201232359	866.8		
T	-22.506331445	-43.200860873	859.4		
T	-22.506320890	-43.200351492	848.0		
T	-22.506343684	-43.199626954	848.6		
T	-22.506400325	-43.198957099	844.6		
T	-22.506343811	-43.198393965	833.9		
T	-22.506283043	-43.197611913	827.3		
T	-22.506331580	-43.197011397	830.6		
T	-22.506313471	-43.196616269	831.9		
T	-22.506340746	-43.196022193	827.6		
T	-22.506381603	-43.195624247	822.0		
T	-22.506347869	-43.195233186	817.9		
T	-22.506330375	-43.194970987	820.0		
T	-22.506367801	-43.194440562	826.4		
T	-22.506376504	-43.194239365	829.9		
T	-22.506444034	-43.193769966	829.6		
T	-22.506455816	-43.193502545	831.7		
T	-22.506418773	-43.192979587	831.7		
T	-22.506365343	-43.192723347	825.3		
T	-22.506394168	-43.192327244	817.5		
T	-22.506398273	-43.191863330	819.6		
T	-22.506484875	-43.191456530	837.4		
T	-22.506532151	-43.191122505	860.5		
T	-22.506554889	-43.190661135	869.7		
T	-22.506541025	-43.190139159	862.2		
T	-22.506456274	-43.189619693	851.5		
T	-22.506371896	-43.189361119	841.7		
T	-22.506301907	-43.188969292	826.4		
T	-22.506298527	-43.188640294	828.0		
T	-22.506362792	-43.188114108	838.4		
T	-22.506380309	-43.187655682	846.0		
T	-22.506365082	-43.187459370	849.9		
T	-22.506310432	-43.187130967	851.5		
T	-22.506290657	-43.186737958	852.0		
T	-22.506331027	-43.186347698	852.9		
T	-22.506266024	-43.185495931	849.1		
T	-22.506148541	-43.185028878	833.5		
T	-22.506085344	-43.184631083	822.4		
T	-22.506036241	-43.184363784	817.4		
T	-22.506019536	-43.184034368	815.2		
T	-22.505941042	-43.183708500	816.2		
T	-22.505925321	-43.183314085	817.7		
T	-22.505909602	-43.182919764	819.6		
T	-22.505899931	-43.182396265	825.9		
T	-22.505910961	-43.182007483	827.9		
T	-22.505920417	-43.181814213	828.5		
T	-22.505829882	-43.181486578	829.0		
T	-22.505794731	-43.181218962	826.0		
T	-22.505736612	-43.180620391	820.8		
T	-22.505703907	-43.180092560	818.2		
T	-22.505678557	-43.179566235	821.5		
T	-22.505664884	-43.179172702	823.7		
T	-22.505652235	-43.178780095	823.4		
T	-22.505571372	-43.178324283	820.3		
T	-22.505555223	-43.177865003	825.7		
T	-22.505534790	-43.177212062	826.3		
T	-22.505554638	-43.176830688	841.1		
T	-22.505572358	-43.176578614	848.1		
T	-22.505583004	-43.176196684	851.1		
T	-22.505575180	-43.175807796	850.3		
T	-22.505560565	-43.175416852	850.0		
T	-22.505561079	-43.175160308	857.1		
T	-22.505573576	-43.174908659	866.7		
T	-22.505591177	-43.174596263	873.6		
T	-22.505590100	-43.174275837	876.5		
T	-22.505558301	-43.173878230	875.4		
